Name,Type,RA,Dec,Mag,MajAx,Constellation,CommonName
NGC2105,GCl,5.738661,-66.917611,12.19,1.70,Dor,
NGC2107,OCl,5.720244,-70.639944,11.51,1.70,Men,
NGC2108,GCl,5.732464,-69.182111,12.32,1.80,Dor,
NGC2109,OCl,5.739700,-68.547806,12.21,1.60,Dor,
NGC2110,G,5.869828,-7.456222,13.51,1.83,Ori,
NGC2111,OCl,5.742497,-70.993250,12.45,1.50,Men,
NGC2112,OCl,5.895892,0.410806,9.10,21.00,Ori,
NGC2114,OCl,5.770031,-68.048306,12.48,1.40,Dor,
NGC2116,OCl,5.787544,-68.507944,12.92,1.20,Dor,
NGC2117,OCl,5.796089,-67.450167,11.65,2.00,Dor,
NGC2118,OCl,5.794325,-69.131833,13.38,1.60,Dor,
NGC2120,GCl,5.842947,-63.677611,12.67,2.20,Dor,
NGC2121,GCl,5.803567,-71.479778,12.37,2.70,Men,
NGC2122,Cl+N,5.814586,-70.070083,10.43,6.00,Men,
NGC2123,GCl,5.862033,-65.321472,12.56,1.50,Dor,
NGC2127,OCl,5.855911,-69.359056,11.64,1.50,Dor,
NGC2129,OCl,6.018483,23.322167,6.70,3.90,Gem,
NGC2130,GCl,5.873256,-67.334111,12.10,1.40,Dor,
NGC2135,GCl,5.893175,-67.429528,12.05,1.50,Dor,
NGC2136,GCl,5.882708,-69.492750,10.70,2.80,Dor,
NGC2137,OCl,5.886986,-69.481972,12.66,1.10,Dor,
NGC2138,GCl,5.913939,-65.837111,13.76,1.20,Dor,
NGC2139,G,6.018836,-23.672639,11.66,2.94,Lep,
NGC2140,OCl,5.904494,-68.599833,12.44,1.50,Dor,
NGC2141,OCl,6.048628,10.446472,9.40,5.40,Ori,
NGC2142,*,6.030675,-10.597944,4.94,,Mon,
NGC2145,OCl,5.906406,-70.901028,12.07,1.50,Men,
NGC2146,G,6.310475,78.357028,10.69,5.31,Cam,
NGC2146A,G,6.398667,78.530111,12.89,2.72,Cam,
NGC2147,OCl,5.929333,-68.201583,12.94,0.95,Dor,
NGC2149,RfN,6.058553,-9.730583,,3.00,Mon,
NGC2150,G,5.929539,-69.560806,13.03,1.15,Dor,
NGC2153,GCl,5.964367,-66.400667,13.05,1.50,Dor,
NGC2154,GCl,5.960414,-67.263778,11.79,2.40,Dor,
NGC2155,GCl,5.975892,-65.476472,12.60,2.40,Dor,
NGC2156,GCl,5.963800,-68.460806,11.38,2.10,Dor,
NGC2157,GCl,5.959661,-69.197222,10.16,2.80,Dor,
NGC2158,OCl,6.123781,24.096167,8.60,8.40,Gem,
NGC2159,GCl,5.967744,-68.622917,11.38,1.90,Dor,
NGC2160,OCl,5.970233,-68.289583,12.16,1.40,Dor,
NGC2161,GCl,5.928628,-74.353944,12.95,2.30,Men,
NGC2162,GCl,6.008381,-63.721444,12.70,3.00,Dor,
NGC2163,RfN,6.130428,18.657444,,3.00,Ori,
NGC2164,GCl,5.982294,-68.515889,10.34,2.80,Dor,
NGC2166,OCl,5.992817,-67.942333,12.86,1.40,Dor,
NGC2167,*,6.116267,-6.202639,6.58,,Mon,
NGC2168,OCl,6.151406,24.338639,5.10,24.00,Gem,
NGC2169,OCl,6.140097,13.964861,5.90,7.20,Ori,
NGC2170,RfN,6.125506,-6.399306,,2.00,Mon,
NGC2172,OCl,6.001622,-68.636917,11.75,1.70,Dor,
NGC2173,GCl,5.966356,-72.974528,11.88,2.60,Men,
NGC2174,Neb,6.156561,20.659583,,40.00,Ori,Monkey Head Nebula
NGC2175,Cl+N,6.160986,20.487583,6.80,5.40,Ori,
NGC2177,OCl,6.021247,-67.733250,12.83,1.50,Dor,
NGC2179,G,6.133950,-21.746694,12.35,1.99,Lep,
NGC2181,GCl,6.045461,-65.264861,13.64,1.50,Dor,
NGC2182,RfN,6.158597,-6.326444,,3.00,Mon,
NGC2183,HII,6.179703,-6.211833,,12.00,Mon,
NGC2185,Neb,6.183464,-6.226861,,2.00,Mon,
NGC2186,OCl,6.201981,5.458583,8.70,4.20,Ori,
NGC2188,G,6.169314,-34.106194,11.67,5.42,Col,
NGC2190,GCl,6.017164,-74.725417,12.94,2.20,Men,
NGC2191,G,6.139964,-52.512306,12.30,1.77,Car,
NGC2192,OCl,6.254842,39.855222,10.90,5.40,Aur,
NGC2193,GCl,6.104867,-65.098778,13.42,1.70,Dor,
NGC2194,OCl,6.229419,12.806667,8.50,8.70,Ori,
NGC2196,G,6.202681,-21.805944,11.19,2.77,Lep,
NGC2197,GCl,6.102031,-67.097222,13.45,1.80,Dor,
NGC2203,GCl,6.078486,-75.438417,11.29,3.20,Men,
NGC2204,OCl,6.258950,-18.665861,8.60,6.30,CMa,
NGC2206,G,6.266622,-26.765472,12.23,2.45,CMa,
NGC2207,G,6.272786,-21.372667,11.06,4.86,CMa,
NGC2208,G,6.376300,51.909472,12.61,1.73,Aur,
NGC2209,GCl,6.143308,-73.838417,13.15,2.90,Men,
NGC2210,GCl,6.192044,-69.121389,10.94,3.30,Dor,
NGC2213,OCl,6.178317,-71.528444,12.38,2.10,Men,
NGC2214,OCl,6.215814,-68.260722,10.93,3.10,Dor,
NGC2215,OCl,6.347014,-7.283778,8.45,8.40,Mon,
NGC2217,G,6.361050,-27.233750,10.57,4.63,CMa,
NGC2223,G,6.409975,-22.838250,11.87,2.82,CMa,
NGC2227,G,6.432772,-22.004833,12.15,2.27,CMa,
NGC2231,GCl,6.345269,-67.518500,13.20,2.10,Dor,
NGC2232,OCl,6.466981,-4.847444,3.90,9.90,Mon,
NGC2236,OCl,6.494361,6.830694,8.50,5.40,Mon,
NGC2237,Neb,6.515169,5.049167,,80.00,Mon,Rosette A
NGC2238,HII,6.511214,5.013056,,80.00,Mon,Rosette Nebula
NGC2239,Cl+N,6.532100,4.942944,4.80,9.30,Mon,
NGC2241,OCl,6.380933,-68.925389,13.25,1.60,Dor,
NGC2242,PN,6.568678,44.777028,15.00,0.45,Aur,
NGC2243,OCl,6.492911,-31.281333,9.40,5.10,CMa,
NGC2245,RfN,6.544792,10.156639,,2.00,Mon,
NGC2246,Neb,6.542722,5.128278,,10.00,Mon,Rosette B
NGC2247,RfN,6.551444,10.322250,,2.00,Mon,
NGC2249,GCl,6.430436,-68.919778,12.23,2.30,Dor,
NGC2250,OCl,6.563856,-5.084444,8.90,5.10,Mon,
NGC2251,OCl,6.577356,8.366389,7.30,5.70,Mon,
NGC2252,OCl,6.578603,5.366250,7.70,6.60,Mon,
NGC2254,OCl,6.597128,7.673278,9.10,4.20,Mon,
NGC2257,GCl,6.503850,-64.325611,12.62,4.00,Dor,
NGC2258,G,6.796056,74.481667,11.87,3.02,Cam,
NGC2259,OCl,6.639289,10.883611,10.80,6.00,Mon,
NGC2261,RfN,6.652642,8.744333,11.85,2.00,Mon,Hubble's Nebula
NGC2264,Cl+N,6.682847,9.895472,3.90,11.40,Mon,Christmas Tree Cluster
NGC2266,OCl,6.722003,26.969556,9.50,4.20,Gem,
NGC2268,G,7.238178,84.382278,11.56,2.14,Cam,
NGC2269,OCl,6.721411,4.624306,10.00,4.80,Mon,
NGC2272,G,6.711472,-27.459500,11.94,2.19,CMa,
NGC2273,G,6.835739,60.845806,12.42,2.29,Lyn,
NGC2273B,G,6.775439,60.340389,12.82,1.48,Lyn,
NGC2276,G,7.453989,85.754556,11.50,2.23,Cep,
NGC2280,G,6.746975,-27.638611,11.12,6.53,CMa,
NGC2281,OCl,6.804956,41.078861,5.40,10.80,Aur,
NGC2282,HII,6.780992,1.316000,,3.00,Mon,
NGC2286,OCl,6.794492,-3.147667,7.50,5.40,Mon,
NGC2287,OCl,6.766650,-20.754222,4.50,12.00,CMa,
NGC2288,G,6.847767,33.462444,14.36,0.17,Gem,
NGC2289,G,6.848225,33.478667,13.18,1.21,Gem,
NGC2290,G,6.849144,33.437583,13.03,0.81,Gem,
NGC2291,G,6.849622,33.525083,13.21,0.93,Gem,
NGC2293,G,6.795253,-26.754361,11.04,4.41,CMa,
NGC2294,G,6.853139,33.527111,13.84,0.91,Gem,
NGC2297,G,6.740164,-63.717333,12.71,1.48,Pic,
NGC2298,GCl,6.816444,-36.005306,8.89,4.80,Pup,
NGC2299,OCl,6.864911,-7.082722,8.90,4.80,Mon,
NGC2300,G,7.538881,85.709500,11.16,3.05,Cep,
NGC2301,OCl,6.862583,0.459194,6.00,10.20,Mon,Great Bird Cluster
NGC2304,OCl,6.919892,17.992778,10.00,4.80,Gem,
NGC2305,G,6.810381,-64.273194,11.70,1.94,Vol,
NGC2307,G,6.814108,-64.335528,12.08,1.85,Vol,
NGC2309,OCl,6.934336,-7.174306,10.50,5.40,Mon,
NGC2310,G,6.898322,-40.862611,11.81,4.52,Pup,
NGC2311,OCl,6.963208,-4.611333,9.60,6.00,Mon,
NGC2314,G,7.175708,75.326667,12.13,1.32,Cam,
NGC2316,Neb,6.994681,-7.777750,,4.00,Mon,
NGC2317,Neb,6.994886,-7.774500,,,Mon,
NGC2319,OCl,7.008947,3.042194,11.85,6.00,Mon,
NGC2320,G,7.095008,50.581056,11.94,1.48,Lyn,
NGC2323,OCl,7.044575,-8.364028,5.90,14.10,Mon,
NGC2324,OCl,7.068878,1.044611,8.40,8.70,Mon,
NGC2325,G,7.044556,-28.697222,11.18,3.97,CMa,
NGC2327,RfN,7.068672,-11.314111,,1.00,CMa,
NGC2328,G,7.043389,-42.068556,12.55,1.59,Pup,
NGC2329,G,7.152225,48.615417,12.51,1.41,Lyn,
NGC2330,G,7.157889,50.152528,13.05,0.65,Lyn,
NGC2331,OCl,7.116619,27.261583,8.50,4.80,Gem,
NGC2335,OCl,7.113736,-10.028639,7.20,8.70,Mon,
NGC2336,G,7.451125,80.178083,10.68,5.01,Cam,
NGC2337,G,7.170439,44.457306,12.53,2.18,Lyn,
NGC2339,G,7.139039,18.780250,11.76,2.42,Gem,
NGC2340,G,7.186342,50.174750,11.73,3.16,Lyn,
NGC2341,G,7.153344,20.602917,13.21,0.82,Gem,
NGC2342,G,7.155022,20.635972,12.64,1.17,Gem,
