Name,Type,RA,Dec,Mag,MajAx,Constellation,CommonName
NGC5556,G,14.342803,-29.241778,11.82,3.45,Hya,
NGC5557,G,14.307144,36.493556,11.02,2.28,Boo,
NGC5560,G,14.334581,3.992472,12.35,3.45,Vir,
NGC5566,G,14.338858,3.933750,10.51,5.36,Vir,
NGC5574,G,14.348881,3.238000,12.45,1.32,Vir,
NGC5576,G,14.351022,3.271000,10.90,2.83,Vir,
NGC5582,G,14.345311,39.693583,11.62,2.20,Boo,
NGC5585,G,14.330056,56.729056,11.02,4.27,UMa,
NGC5591 NED01,G,14.375914,13.717194,13.88,0.85,Boo,
NGC5592,G,14.398625,-28.688056,12.73,1.63,Hya,
NGC5595,G,14.403678,-16.723000,12.02,2.12,Lib,
NGC5596,G,14.374650,37.122194,13.50,1.04,Boo,
NGC5597,G,14.407622,-16.762750,12.89,2.00,Lib,
NGC5600,G,14.397089,14.638778,12.39,1.60,Boo,
NGC5602,G,14.371897,50.501389,12.53,1.31,Boo,
NGC5603,G,14.383758,40.377417,13.01,1.11,Boo,
NGC5604,G,14.411889,-3.212167,12.87,1.80,Vir,
NGC5605,G,14.418769,-13.163000,12.50,1.50,Lib,
NGC5606,OCl,14.463133,-59.632250,7.70,3.60,Cen,
NGC5607,G,14.324083,71.588222,13.50,0.87,UMi,
NGC5608,G,14.388303,41.775889,13.36,1.66,Boo,
NGC5612,G,14.567014,-78.387500,12.08,1.94,Aps,
NGC5614,G,14.402108,34.858861,11.71,2.43,Boo,
NGC5617,OCl,14.495575,-60.710833,6.30,5.10,Cen,
NGC5618,G,14.453281,-2.262417,13.40,1.45,Vir,
NGC5622,G,14.436719,48.564000,13.44,1.34,Boo,
NGC5623,G,14.452411,33.252556,12.53,1.65,Boo,
NGC5624,G,14.443114,51.585361,13.69,1.02,Boo,
NGC5629,G,14.471214,25.848778,12.19,1.71,Boo,
NGC5631,G,14.442583,56.582639,11.56,1.95,UMa,
NGC5633,G,14.457883,46.146528,12.46,1.09,Boo,
NGC5634,GCl,14.493689,-5.976417,10.05,4.50,Vir,
NGC5635,G,14.475489,27.408944,13.90,2.62,Boo,
NGC5638,G,14.494550,3.233306,11.21,1.94,Vir,
NGC5643,G,14.544650,-44.174417,11.49,5.27,Lup,
NGC5645,G,14.510931,7.275083,12.41,2.02,Vir,
NGC5653,G,14.502894,31.215500,12.22,1.60,Boo,
NGC5656,G,14.507086,35.321028,12.43,1.26,Boo,
NGC5660,G,14.497169,49.622667,11.91,2.64,Boo,
NGC5662,OCl,14.593772,-56.618083,5.50,8.10,Cen,
NGC5664,G,14.562117,-14.619694,14.52,0.85,Lib,
NGC5667,G,14.506364,59.469778,12.95,1.62,Dra,
NGC5668,G,14.556761,4.450444,11.71,1.91,Vir,
NGC5670,G,14.593342,-45.966972,11.96,2.59,Lup,
NGC5672,G,14.543983,31.670167,13.52,0.91,Boo,
NGC5673,G,14.525253,49.958722,12.17,2.33,Boo,
NGC5674,G,14.564511,5.458222,13.70,1.15,Vir,
NGC5675,G,14.544397,36.302194,14.00,2.27,Boo,
NGC5676,G,14.546347,49.457889,11.22,3.59,Boo,
NGC5678,G,14.534892,57.921444,11.43,2.96,Dra,
NGC5682,G,14.579161,48.670250,14.34,0.65,Boo,
NGC5683,G,14.581236,48.661917,15.04,0.57,Boo,
NGC5684,G,14.597267,36.543222,12.72,1.41,Boo,
NGC5687,G,14.581222,54.475861,11.74,2.41,Boo,
NGC5688,G,14.659764,-45.019000,11.81,4.13,Lup,
NGC5689,G,14.591581,48.741639,11.80,3.66,Boo,
NGC5691,G,14.631483,-0.398889,12.38,1.86,Vir,
NGC5694,GCl,14.660142,-26.538333,10.89,3.30,Hya,
NGC5695,G,14.622811,36.567806,12.93,0.99,Boo,
NGC5701,G,14.653078,5.363472,11.20,2.00,Vir,
NGC5710,G,14.654497,20.043694,12.99,1.42,Boo,
NGC5713,G,14.669864,-0.288972,11.32,2.47,Vir,
NGC5715,OCl,14.724914,-57.577028,9.80,3.60,Cir,
NGC5727,G,14.673922,33.989111,13.65,0.78,Boo,
NGC5728,G,14.706639,-17.253083,11.51,3.20,Lib,
NGC5735,G,14.709233,28.726444,13.36,2.00,Boo,
NGC5740,G,14.740125,1.679778,11.90,2.70,Vir,
NGC5746,G,14.748867,1.955000,10.55,7.24,Vir,
NGC5749,OCl,14.814983,-54.497694,8.80,7.20,Lup,
NGC5750,G,14.769756,-0.222944,11.69,2.65,Vir,
NGC5756,G,14.792703,-14.853583,12.28,2.95,Lib,
NGC5757,G,14.796217,-19.078556,13.60,2.09,Lib,
NGC5758,G,14.783911,13.668389,13.65,1.11,Boo,
NGC5761,G,14.819022,-20.376028,12.49,1.79,Lib,
NGC5764,OCl,14.892289,-52.670528,12.60,4.20,Lup,
NGC5765A,G,14.847417,5.119444,14.60,0.80,Vir,
NGC5770,G,14.887506,3.959722,12.27,1.10,Vir,
NGC5774,G,14.895128,3.582500,12.24,1.70,Vir,
NGC5775,G,14.899333,3.544444,11.43,3.70,Vir,
NGC5778,G,14.908747,18.642306,13.93,1.23,Boo,
NGC5780,G,14.906297,28.939667,13.96,0.69,Boo,
NGC5786,G,14.982294,-42.013361,11.89,2.40,Cen,
NGC5791,G,14.979506,-19.266861,11.85,2.71,Lib,
NGC5792,G,14.972975,-1.091083,11.26,3.55,Lib,
NGC5793,G,14.990211,-16.693361,13.23,1.94,Lib,
NGC5796,G,14.990031,-16.623861,11.58,2.65,Lib,
NGC5804,G,14.951889,49.669028,15.94,1.17,Boo,
NGC5806,G,15.000111,1.891306,11.65,3.03,Vir,
NGC5812,G,15.015472,-7.457361,11.23,2.66,Lib,
NGC5813,G,15.019786,1.701972,10.53,4.13,Vir,
NGC5820,G,14.977728,53.886083,12.24,1.66,Boo,
NGC5822,OCl,15.072569,-54.396417,6.50,18.00,Lup,
NGC5823,OCl,15.091842,-55.603750,7.90,3.90,Cir,
NGC5824,GCl,15.066289,-33.068139,9.56,5.10,Lup,
NGC5829,G,15.045003,23.333611,13.47,1.42,Boo,
NGC5831,G,15.068611,1.219917,11.46,2.24,Vir,
NGC5832,G,14.962697,71.682333,12.26,1.86,UMi,
NGC5833,G,15.198236,-72.859417,11.93,3.10,Aps,
NGC5838,G,15.090628,2.099333,10.81,3.86,Vir,
NGC5839,G,15.090969,1.634806,12.19,1.44,Vir,
NGC5844,PN,15.178042,-64.673667,,0.88,TrA,
NGC5845,G,15.100225,1.633806,11.40,1.00,Vir,
NGC5846,G,15.108133,1.605611,10.18,4.27,Vir,
NGC5846A,G,15.108111,1.594861,13.37,3.16,Vir,
NGC5850,G,15.118803,1.544250,11.00,3.35,Vir,
NGC5851,G,15.114839,12.858861,15.00,1.07,Boo,
NGC5854,G,15.129917,2.568639,11.80,3.02,Vir,
NGC5856,**,15.122286,18.442444,6.03,,Boo,
NGC5857,G,15.124253,19.597639,13.09,1.14,Boo,
NGC5859,G,15.126317,19.582306,12.43,2.55,Boo,
NGC5861,G,15.154469,-11.321667,11.69,2.78,Lib,
NGC5866,G,15.108194,55.763222,9.89,6.31,Dra,
NGC5869,G,15.163733,0.470028,12.19,2.17,Vir,
NGC5873,PN,15.214111,-38.125556,11.00,0.12,Lup,
NGC5874,G,15.131064,54.752778,12.49,2.38,Boo,
NGC5878,G,15.229364,-14.269833,11.67,3.27,Lib,
NGC5879,G,15.162981,57.000194,11.47,3.79,Dra,
NGC5882,PN,15.280556,-45.649306,10.18,0.23,Lup,
NGC5885,G,15.251156,-10.086000,11.70,3.07,Lib,
NGC5892,G,15.230058,-15.463889,12.17,3.05,Lib,
NGC5897,GCl,15.290111,-21.010111,8.52,9.90,Lib,
NGC5898,G,15.303767,-24.097944,11.38,2.66,Lib,
NGC5899,G,15.250894,42.049833,12.28,2.10,Boo,
NGC5900,G,15.251433,42.209417,13.39,1.49,Boo,
NGC5903,G,15.310147,-24.068583,11.27,3.00,Lib,
NGC5904,GCl,15.309375,2.082694,5.95,15.00,Se1,
NGC5905,G,15.256478,55.517361,12.50,3.22,Dra,
NGC5907,G,15.264936,56.328778,10.37,11.30,Dra,
NGC5908,G,15.278672,55.409250,11.89,3.37,Dra,
NGC5909,G,15.191119,75.383806,13.58,1.00,UMi,
NGC5912,G,15.194694,75.384806,12.98,1.04,UMi,
NGC5915,G,15.359189,-13.091750,12.41,1.67,Lib,
NGC5919,G,15.360244,7.719306,14.44,1.00,Se1,
NGC5920,G,15.364403,7.708806,13.77,1.28,Se1,
NGC5921,G,15.365711,5.070528,11.02,3.02,Se1,
NGC5923,G,15.353956,41.725944,13.13,1.33,Boo,
NGC5925,OCl,15.457450,-54.528778,8.40,4.80,Nor,
NGC5927,GCl,15.466786,-50.672778,8.86,6.60,Lup,
NGC5929,G,15.435044,41.670667,14.00,0.90,Boo,
NGC5930,G,15.435539,41.676056,12.53,1.85,Boo,
NGC5936,G,15.500231,12.989333,12.46,1.18,Se1,
NGC5938,G,15.607297,-66.859750,11.49,2.31,TrA,
NGC5940,G,15.521686,7.457750,14.90,0.78,Se1,
NGC5946,GCl,15.591269,-50.659722,10.72,3.60,Nor,
NGC5953,G,15.575661,15.193778,12.45,1.47,Se1,
NGC5957,G,15.589781,12.047611,12.25,2.44,Se1,
NGC5961,G,15.587867,30.864167,13.78,0.81,CrB,
NGC5962,G,15.608800,16.607778,11.50,2.48,Se1,
NGC5963,G,15.557739,56.559694,12.12,3.14,Dra,
NGC5964,G,15.626728,5.974028,11.82,3.42,Se1,
NGC5965,G,15.567350,56.685611,11.78,5.08,Dra,
NGC5966,G,15.597817,39.768944,12.22,1.53,Boo,
NGC5967,G,15.804425,-75.672944,12.20,2.37,Aps,
NGC5968,G,15.665881,-30.552778,12.23,2.29,Lup,
NGC5970,G,15.641658,12.186611,11.61,2.77,Se1,
NGC5972,G,15.648381,17.026194,14.27,0.70,Se1,
NGC5974,G,15.650672,31.759917,14.16,0.58,CrB,
NGC5976,G,15.613325,59.397750,14.77,0.98,Dra,
NGC5979,PN,15.794739,-61.217861,11.50,0.13,TrA,
NGC5981,G,15.631514,59.391750,12.93,2.73,Dra,
NGC5982,G,15.644397,59.355833,11.07,3.07,Dra,
NGC5985,G,15.660303,59.331944,11.81,3.98,Dra,
NGC5986,GCl,15.767622,-37.786139,6.92,5.40,Lup,
NGC5987,G,15.665936,58.079528,11.72,3.84,Dra,
NGC5990,G,15.771211,2.415417,13.30,1.59,Se1,
NGC5992,G,15.739308,41.086361,13.97,0.69,Boo,
NGC5993,G,15.741006,41.120806,13.51,0.95,Boo,
NGC5995,G,15.806931,-13.757778,13.69,1.02,Lib,
NGC5996,G,15.783022,17.884194,12.79,1.50,Se1,
NGC5999,OCl,15.869064,-56.472806,9.00,3.30,Nor,
NGC6000,G,15.830431,-29.386833,13.00,1.91,Sco,
NGC6003,G,15.823789,19.032083,13.36,0.97,Se1,
NGC6005,OCl,15.930194,-57.437389,10.70,4.20,Nor,
NGC6007,G,15.889772,11.959194,13.20,1.55,Se1,
NGC6012,G,15.903872,14.601250,11.96,1.77,Se1,
NGC6013,G,15.881344,40.646722,13.63,1.44,Her,
NGC6015,G,15.857008,62.310028,11.17,5.81,Dra,
NGC6018,G,15.958269,15.872611,13.44,1.32,Se1,
NGC6020,G,15.952261,22.404583,12.73,1.74,Se1,
NGC6021,G,15.958525,15.956056,13.03,1.55,Se1,
NGC6022,G,15.963269,16.282306,14.72,0.80,Se1,
NGC6023,G,15.963783,16.310194,13.13,1.61,Se1,
NGC6025,OCl,16.054942,-60.431361,5.10,11.40,TrA,
NGC6026,PN,16.022475,-34.544222,12.90,0.67,Lup,
NGC6028,G,16.024711,19.359889,13.48,1.31,Her,
NGC6030,G,16.030950,17.957500,12.93,1.29,Her,
NGC6031,OCl,16.126494,-54.014944,8.50,4.80,Nor,
NGC6032,G,16.050311,20.955944,13.56,0.83,Her,
NGC6034,G,16.058911,17.198694,13.53,1.15,Her,
NGC6035,G,16.056717,20.891250,13.50,0.97,Her,
NGC6039,G,16.077658,17.700861,14.10,1.00,Her,
NGC6044,G,16.083244,17.870361,14.30,0.65,Her,
NGC6045,G,16.085525,17.757667,13.97,1.40,Her,
NGC6047,G,16.085831,17.729889,13.49,1.18,Her,
NGC6049,*,16.093869,8.096250,6.27,,Se1,
NGC6050,G,16.089825,17.757167,14.71,0.86,Her,
NGC6050B,G,16.089506,17.754194,15.43,0.62,Her,
NGC6051,G,16.082408,23.932694,13.02,2.69,Se1,
NGC6052 NED01,G,16.086908,20.542389,13.18,0.83,Her,
NGC6054,G,16.093931,17.767889,14.18,0.83,Her,
NGC6055,G,16.094347,18.164361,14.62,0.68,Her,
NGC6056,G,16.092022,17.963639,13.89,0.98,Her,
NGC6057,G,16.092378,18.159583,13.84,1.22,Her,
NGC6058,PN,16.074039,40.683056,12.90,0.38,Her,
NGC6061,G,16.104453,18.249944,13.64,1.13,Her,
NGC6062,G,16.106339,19.777972,13.70,1.19,Her,
NGC6067,OCl,16.219736,-54.218944,5.60,8.10,Nor,
NGC6068,G,15.923886,78.996778,12.34,1.29,UMi,
NGC6068A,G,15.913197,78.985111,14.10,0.94,UMi,
NGC6070,G,16.166303,0.709306,11.75,3.49,Se1,
NGC6072,PN,16.216167,-36.230000,11.70,1.17,Sco,
NGC6073,G,16.169681,16.699611,13.55,1.31,Her,
NGC6084,G,16.237978,17.757444,13.89,1.24,Her,
NGC6086,G,16.209869,29.484778,12.80,1.90,CrB,
NGC6087,OCl,16.314050,-57.934583,5.40,10.20,Nor,S Nor Cluster
NGC6093,GCl,16.284031,-22.975111,7.30,5.70,Sco,
NGC6095,G,16.186381,61.267972,12.65,1.90,Dra,
NGC6101,GCl,16.430158,-72.201556,10.08,4.50,Aps,
NGC6104,G,16.275192,35.708056,13.62,0.87,CrB,
NGC6106,G,16.313103,7.410889,12.20,2.19,Her,
NGC6107,G,16.288925,34.901944,13.76,1.59,CrB,
NGC6109,G,16.294589,35.004278,12.81,1.02,CrB,
NGC6115,OCl,16.407328,-51.948250,9.80,4.5,Nor,
NGC6118,G,16.363506,-2.283444,11.71,4.45,Se1,
NGC6121,GCl,16.393167,-26.525528,5.40,28.20,Sco,
NGC6124,OCl,16.422239,-40.653694,5.80,13.50,Sco,
NGC6125,G,16.319875,57.984222,12.00,1.38,Dra,
NGC6126,G,16.357758,36.376639,13.62,0.93,CrB,
NGC6131,G,16.364514,38.932444,13.28,1.08,CrB,
NGC6134,OCl,16.462917,-49.151167,7.20,6.90,Nor,
NGC6137,G,16.384194,37.922361,12.45,1.78,CrB,
NGC6139,GCl,16.461253,-38.849750,9.68,4.50,Sco,
NGC6140,G,16.349489,65.390556,11.66,2.09,Dra,
NGC6144,GCl,16.453928,-26.024722,9.63,5.40,Sco,
NGC6146,G,16.419544,40.892861,12.52,1.66,Her,
NGC6152,OCl,16.546006,-52.644000,8.10,6.60,Nor,
NGC6153,PN,16.525178,-40.253444,10.90,0.40,Sco,
NGC6156,G,16.581264,-60.618806,11.98,1.87,TrA,
NGC6158,G,16.461358,39.383000,13.69,1.22,Her,
NGC6159,G,16.457008,42.679722,14.30,1.50,Her,
NGC6164,Neb,16.561622,-48.080056,6.71,1.41,Nor,
NGC6165,Neb,16.567625,-48.150500,6.71,2.50,Nor,
NGC6166,G,16.477356,39.551556,11.91,2.14,Her,
NGC6167,OCl,16.576383,-49.771889,6.70,7.20,Nor,
NGC6169,OCl,16.567953,-44.045639,6.60,4.20,Nor,
NGC6171,GCl,16.542200,-13.053639,8.85,7.80,Oph,
NGC6173,G,16.495806,40.811611,12.14,2.03,Her,
NGC6178,OCl,16.596458,-45.643750,7.20,6.90,Sco,
NGC6181,G,16.539156,19.826556,11.82,2.39,Her,
NGC6188,Neb,16.668289,-48.662278,,20.00,Ara,Rim Nebula
NGC6192,OCl,16.673297,-43.366806,8.50,7.50,Sco,
NGC6195,G,16.609047,39.027889,13.22,1.44,Her,
NGC6196,G,16.631644,36.073056,12.91,1.14,Her,
NGC6200,OCl,16.735375,-47.462667,7.40,8.10,Ara,
NGC6204,OCl,16.769306,-47.016972,8.20,4.50,Ara,
NGC6205,GCl,16.694897,36.461306,5.80,16.50,Her,Hercules Globular Cluster
NGC6207,G,16.717708,36.832417,11.64,3.46,Her,
NGC6208,OCl,16.824497,-53.728333,7.20,8.40,Ara,
NGC6210,PN,16.741533,23.799833,9.65,0.50,Her,
NGC6211,G,16.691011,57.783639,14.30,1.30,Dra,
NGC6212,G,16.723094,39.806444,15.00,0.91,Her,
NGC6215,G,16.851892,-58.993472,11.16,2.64,Ara,
NGC6216,OCl,16.823225,-44.731528,10.10,4.20,Sco,
NGC6217,G,16.544222,78.198167,12.82,2.24,UMi,
NGC6218,GCl,16.787367,-1.947833,6.07,11.10,Oph,
NGC6221,G,16.879467,-59.218611,10.54,4.84,Ara,
NGC6227,*,16.859367,-41.230528,5.22,,Sco,
NGC6229,GCl,16.783017,47.527806,9.86,4.80,Her,
NGC6231,OCl,16.903033,-41.824250,2.60,13.80,Sco,
NGC6235,GCl,16.890378,-22.177444,7.20,4.20,Oph,
NGC6236,G,16.742958,70.780222,13.93,1.82,Dra,
NGC6238,G,16.787953,62.147028,14.47,0.68,Dra,
NGC6239,G,16.834717,42.739694,12.40,2.30,Her,
NGC6240,G,16.883019,2.400917,13.27,2.20,Oph,
NGC6242,OCl,16.925956,-39.460944,6.40,6.60,Sco,
NGC6246,G,16.831311,55.542056,13.63,1.38,Dra,
NGC6246A,G,16.837217,55.384611,12.49,2.17,Dra,
NGC6249,OCl,16.961528,-44.811889,8.20,7.60,Sco,
NGC6250,Cl+N,16.965575,-45.936639,5.90,9.60,Ara,
NGC6251,G,16.542214,82.537889,14.00,1.67,UMi,
NGC6253,OCl,16.984758,-52.708806,10.20,6.00,Ara,
NGC6254,GCl,16.952497,-4.099333,4.98,9.30,Oph,
NGC6255,G,16.913319,36.501111,12.87,3.10,Her,
NGC6259,OCl,17.012611,-44.654972,8.00,6.00,Sco,
NGC6264,G,16.954481,27.849611,15.40,0.82,Her,
NGC6266,GCl,17.020167,-30.112361,7.39,7.80,Oph,
NGC6268,OCl,17.036219,-39.728222,9.50,6.00,Sco,
NGC6269,G,16.966136,27.854333,12.31,1.84,Her,
NGC6273,GCl,17.043800,-26.267944,5.57,7.50,Oph,
NGC6274 NED01,G,16.989028,29.946417,14.33,0.60,Her,
NGC6275,G,16.925936,63.242194,17.37,0.76,Dra,
NGC6281,OCl,17.078139,-37.985222,5.40,10.20,Sco,
NGC6284,GCl,17.074653,-24.764333,7.43,6.60,Oph,
NGC6287,GCl,17.085928,-22.708000,10.30,5.40,Oph,
NGC6290,G,17.015675,58.970500,13.56,0.99,Dra,
NGC6293,GCl,17.169558,-26.581750,9.02,4.50,Oph,
NGC6300,G,17.283186,-62.820556,10.27,5.33,Ara,
NGC6302,PN,17.229064,-37.103139,9.60,0.74,Sco,Bug Nebula
NGC6304,GCl,17.242364,-29.462278,9.03,3.60,Oph,
NGC6305,G,17.300256,-59.172083,12.15,1.69,Ara,
NGC6306,G,17.126939,60.728889,13.86,1.32,Dra,
NGC6309,PN,17.234528,-12.910556,11.50,0.26,Oph,Box Nebula
NGC6314,G,17.210753,23.270056,13.10,1.37,Her,
NGC6315,G,17.212819,23.223556,13.31,0.76,Her,
NGC6316,GCl,17.277058,-28.140028,9.03,4.80,Oph,
NGC6318,OCl,17.269886,-39.424972,11.80,3.30,Sco,
NGC6322,OCl,17.307164,-42.934028,6.00,6.30,Sco,
NGC6326,PN,17.346211,-51.754389,,0.21,Ara,
NGC6328,G,17.394731,-65.010167,15.50,1.61,Ara,
NGC6333,GCl,17.319939,-18.516250,8.42,6.90,Oph,
NGC6334,SNR,17.347139,-36.102722,,8.40,Sco,
NGC6337,PN,17.371003,-38.483722,12.30,0.85,Sco,
NGC6338,G,17.256386,57.411194,12.42,1.73,Dra,
NGC6340,G,17.173569,72.304444,11.11,3.04,Dra,
NGC6341,GCl,17.285353,43.136528,6.52,14.40,Her,
NGC6342,GCl,17.352817,-19.587417,10.01,6.60,Oph,
NGC6347,G,17.331853,16.660694,13.45,1.22,Her,
NGC6352,GCl,17.424767,-48.422694,8.87,7.20,Ara,
NGC6355,GCl,17.399625,-26.353417,11.05,2.70,Oph,
NGC6356,GCl,17.393053,-17.813028,7.42,5.40,Oph,
NGC6359,G,17.298053,61.780806,12.62,1.06,Dra,
NGC6362,GCl,17.531900,-67.047861,8.86,8.40,Ara,
NGC6365A,G,17.378836,62.166083,17.98,0.98,Dra,
NGC6369,PN,17.489028,-23.759444,11.40,0.63,Oph,Little Ghost Nebula
NGC6370,G,17.390328,56.974528,14.20,1.31,Dra,
NGC6372,G,17.458847,26.475139,12.92,1.61,Her,
NGC6374,OCl,17.578483,-32.581361,5.50,6.90,Sco,
NGC6376,G,17.421994,58.817444,14.10,0.52,Dra,
NGC6379,G,17.509697,16.288750,12.89,1.04,Her,
NGC6384,G,17.540083,7.060278,10.63,2.45,Oph,
NGC6387,G,17.473286,57.545389,16.81,0.31,Dra,
NGC6389,G,17.544381,16.401778,12.10,1.20,Her,
NGC6392,G,17.725103,-69.785194,12.27,1.94,Aps,
NGC6394,G,17.505950,59.639889,15.40,1.14,Dra,
NGC6396,OCl,17.626761,-35.025861,8.50,3.30,Sco,
NGC6397,GCl,17.678156,-53.673694,5.17,15.30,Ara,
NGC6400,OCl,17.670222,-36.947722,8.80,6.00,Sco,
NGC6401,GCl,17.643592,-23.908778,10.71,4.50,Oph,
NGC6402,GCl,17.626711,-3.245917,5.73,9.9,Oph,
NGC6404,OCl,17.660378,-33.246722,10.60,4.20,Sco,
NGC6405,OCl,17.672431,-32.254167,4.20,15.60,Sco,Butterfly Cluster
NGC6411,G,17.592458,60.813389,11.86,1.76,Dra,
NGC6412,G,17.493753,75.704417,11.83,2.13,Dra,
NGC6418,G,17.635922,58.714917,14.50,0.65,Dra,
NGC6423,G,17.614814,68.171472,15.60,0.63,Dra,
NGC6425,OCl,17.783800,-31.529389,7.20,4.80,Sco,
NGC6434,G,17.613561,72.088972,13.20,2.09,Dra,
NGC6438,G,18.371522,-85.402056,11.61,1.76,Oct,
NGC6439,PN,17.805500,-16.478889,12.60,0.08,Sgr,
NGC6440,GCl,17.814631,-20.359583,10.10,5.10,Sgr,
NGC6441,GCl,17.836900,-37.051083,8.00,4.80,Sco,
NGC6445,PN,17.820850,-20.009500,11.20,0.55,Sgr,Little Gem
NGC6446,G,17.768753,35.569389,15.03,0.58,Her,
NGC6447,G,17.771453,35.571972,12.99,1.35,Her,
NGC6451,OCl,17.844622,-30.211611,8.20,7.20,Sco,
NGC6454,G,17.749058,55.704778,13.50,1.41,Dra,
NGC6469,OCl,17.886703,-22.275111,8.20,9.00,Sgr,
NGC6475,OCl,17.897550,-34.792833,3.30,22.20,Sco,Ptolemy's Cluster
NGC6482,G,17.863558,23.071944,11.33,2.03,Her,
NGC6483,G,17.991892,-63.668722,11.96,1.83,Pav,
NGC6487,G,17.878292,29.838639,11.97,1.80,Her,
NGC6492,G,18.046764,-66.430639,11.94,2.38,Pav,
NGC6494,OCl,17.951325,-18.985333,5.50,16.80,Sgr,
NGC6500,G,17.933272,18.338250,12.54,2.08,Her,
NGC6503,G,17.824008,70.144361,10.12,5.94,Dra,
NGC6507,OCl,17.997442,-17.450278,9.60,4.80,Sgr,
NGC6514,Neb,18.045031,-22.971889,8.50,28.00,Sgr,Trifid Nebula
NGC6520,OCl,18.056706,-27.886111,7.60,5.40,Sgr,
NGC6521,G,17.930122,62.612250,13.90,1.55,Dra,
NGC6522,GCl,18.059464,-30.033972,9.48,3.90,Sgr,
NGC6523,Neb,18.061464,-24.380167,5.80,45.00,Sgr,Lagoon Nebula
NGC6526,Neb,18.068375,-24.441889,,40.00,Sgr,
NGC6528,GCl,18.080447,-30.055778,10.65,3.60,Sgr,
NGC6530,Cl+N,18.075286,-24.358056,4.60,6.00,Sgr,
NGC6531,OCl,18.070403,-22.490056,5.90,6.00,Sgr,
NGC6535,GCl,18.064081,-0.296917,9.85,3.60,Se2,
NGC6537,PN,18.086972,-19.842972,11.60,0.17,Sgr,Red Spider Nebula
NGC6541,GCl,18.133981,-43.715889,7.32,7.50,CrA,
NGC6543,PN,17.975942,66.633194,9.01,0.90,Dra,Cat's Eye Nebula
NGC6544,GCl,18.122222,-24.998361,9.90,6.00,Sgr,
NGC6546,OCl,18.122931,-23.296222,8.00,6.90,Sgr,
NGC6548,G,18.099789,18.587250,11.73,2.65,Her,
NGC6552,G,18.002008,66.615111,14.60,1.06,Dra,
NGC6555,G,18.130325,17.604889,12.39,1.96,Her,
NGC6558,GCl,18.171772,-31.763472,11.29,5.40,Sgr,
NGC6559,Neb,18.165792,-24.106389,,15.00,Sgr,
NGC6560,G,18.087217,46.881583,13.61,1.12,Her,
NGC6563,PN,18.200694,-33.868333,11.00,0.79,Sgr,
NGC6565,PN,18.197944,-28.178333,11.60,0.23,Sgr,
NGC6567,PN,18.229222,-19.075833,11.00,0.13,Sgr,
NGC6568,OCl,18.212292,-21.628028,8.60,7.80,Sgr,
NGC6569,GCl,18.227408,-31.827667,9.47,4.50,Sgr,
NGC6570,G,18.185361,14.093083,12.70,1.59,Oph,
NGC6572,PN,18.201725,6.853722,8.10,0.18,Oph,
NGC6574,G,18.197564,14.981778,11.96,1.57,Her,
NGC6577,G,18.200342,21.463389,12.68,1.23,Her,
NGC6578,PN,18.271250,-20.450917,12.90,0.14,Sgr,
NGC6582 NED01,G,18.183853,49.911889,14.41,0.76,Her,
NGC6583,OCl,18.263592,-22.137639,10.00,3.60,Sgr,
NGC6584,GCl,18.310458,-52.215167,8.17,5.10,Tel,
NGC6589,Neb,18.282047,-19.777083,,4.00,Sgr,
NGC6590,RfN,18.284719,-19.866056,,4.00,Sgr,
NGC6599,G,18.261939,24.912389,12.82,1.23,Her,
NGC6603,OCl,18.307492,-18.406056,11.10,4.20,Sgr,
NGC6604,OCl,18.300822,-12.243111,6.50,9.60,Se2,
NGC6605,OCl,18.272689,-15.015194,6.00,6.30,Se2,
NGC6611,Neb,18.313381,-13.807222,6.00,120.00,Se2,Eagle Nebula
NGC6613,OCl,18.332914,-17.101972,6.90,6.00,Sgr,
NGC6618,Neb,18.346419,-16.171528,7.00,12.60,Sgr,Checkmark Nebula
NGC6620,PN,18.381708,-26.821694,12.70,0.13,Sgr,
NGC6625,OCl,18.379806,-11.955000,9.00,6.00,Sct,
NGC6626,GCl,18.409136,-24.869833,6.90,5.10,Sgr,
NGC6627,G,18.377478,15.698000,13.32,1.07,Her,
NGC6629,PN,18.428461,-23.202889,11.30,0.26,Sgr,
NGC6630,G,18.543094,-63.293250,13.91,0.81,Pav,
NGC6631,OCl,18.453156,-12.031222,11.70,5.70,Sct,
NGC6632,G,18.417525,27.535306,12.15,2.40,Her,
NGC6633,OCl,18.454231,6.508222,4.60,12.00,Oph,
NGC6635,G,18.460308,14.819056,13.40,1.14,Her,
NGC6636 NED02,G,18.368086,66.622000,16.00,0.72,Dra,
NGC6637,GCl,18.523119,-32.347972,8.31,5.70,Sgr,
NGC6638,GCl,18.515625,-25.496417,9.68,4.20,Sgr,
NGC6642,GCl,18.531728,-23.476139,10.24,3.90,Sgr,
NGC6643,G,18.329558,74.568361,11.11,3.32,Dra,
NGC6644,PN,18.542981,-25.129361,10.70,0.04,Sgr,
NGC6645,OCl,18.543861,-16.883889,8.50,5.40,Sgr,
NGC6646,G,18.494094,39.865139,12.64,1.49,Lyr,
NGC6647,OCl,18.547039,-17.228667,8.00,3.60,Sgr,
NGC6649,OCl,18.557767,-10.402806,8.90,5.58,Sct,
NGC6652,GCl,18.596042,-32.990306,9.75,5.10,Sgr,
NGC6654,G,18.402103,73.183222,11.84,2.91,Dra,
